date,employee_id,employee_name,role,department,sales_count,sales_value,customer_satisfaction,attendance,productivity_score
2025-02-15,6,Evelyn Brown,Digital Marketer,Marketing,4,3736,4.2,1.0,99.7
2025-02-15,18,Isabella Williams,Sales Associate,Sales,16,9472,4.1,1.0,63.5
2025-02-15,8,Isabella Miller,Warehouse Manager,Warehouse,1,925,3.5,1.0,60.5
2025-02-15,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,1722,4.9,1.0,89.3
2025-02-15,12,John Davis,Office Manager,Administration,5,4010,4.0,1.0,91.3
2025-02-15,7,Benjamin Garcia,Support Specialist,Customer Service,3,1425,5.0,1.0,79.5
2025-02-15,16,Emma Taylor,Customer Service Manager,Customer Service,1,315,4.9,1.0,85.0
2025-02-15,5,Benjamin Garcia,Sales Manager,Sales,6,2388,4.9,1.0,82.8
2025-02-15,20,Emma Robinson,Warehouse Associate,Warehouse,2,1764,4.8,1.0,70.2
2025-02-15,2,Alexander Martin,Receptionist,Administration,5,3115,4.4,1.0,65.2
2025-02-15,14,Ethan White,Warehouse Associate,Warehouse,5,4305,3.6,1.0,76.4
2025-02-15,3,Mia Wilson,Marketing Coordinator,Marketing,1,911,3.5,1.0,86.0
2025-02-15,11,Sophia Brown,Marketing Coordinator,Marketing,4,2288,3.7,1.0,65.3
2025-02-15,1,John Williams,Sales Representative,Sales,2,1204,4.7,1.0,74.6
2025-02-15,15,William Thompson,Office Manager,Administration,3,1131,3.8,1.0,66.1
2025-02-16,6,Evelyn Brown,Digital Marketer,Marketing,3,1851,4.0,1.0,85.9
2025-02-16,12,John Davis,Office Manager,Administration,5,1860,3.7,1.0,86.8
2025-02-16,1,John Williams,Sales Representative,Sales,14,12404,4.4,1.0,65.9
2025-02-16,15,William Thompson,Office Manager,Administration,2,282,3.2,1.0,92.1
2025-02-16,8,Isabella Miller,Warehouse Manager,Warehouse,3,1965,4.4,1.0,76.1
2025-02-16,10,Ethan Garcia,Administrative Assistant,Administration,1,654,3.7,1.0,66.8
2025-02-16,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,4.6,1.0,96.7
2025-02-16,11,Sophia Brown,Marketing Coordinator,Marketing,3,828,3.6,1.0,96.8
2025-02-16,17,Isabella White,Administrative Assistant,Administration,5,2150,3.2,1.0,81.1
2025-02-16,18,Isabella Williams,Sales Associate,Sales,19,7372,4.1,1.0,72.5
2025-02-16,5,Benjamin Garcia,Sales Manager,Sales,5,3140,4.2,1.0,72.9
2025-02-16,2,Alexander Martin,Receptionist,Administration,0,0,3.0,1.0,77.9
2025-02-16,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,3.5,1.0,70.7
2025-02-17,14,Ethan White,Warehouse Associate,Warehouse,3,2436,3.4,1.0,97.6
2025-02-17,15,William Thompson,Office Manager,Administration,2,516,4.7,1.0,86.7
2025-02-17,18,Isabella Williams,Sales Associate,Sales,20,2440,4.5,1.0,83.0
2025-02-17,3,Mia Wilson,Marketing Coordinator,Marketing,1,150,4.5,1.0,89.1
2025-02-17,17,Isabella White,Administrative Assistant,Administration,5,4305,3.8,1.0,75.0
2025-02-17,10,Ethan Garcia,Administrative Assistant,Administration,5,4110,3.8,1.0,95.5
2025-02-17,11,Sophia Brown,Marketing Coordinator,Marketing,4,2624,4.5,1.0,75.1
2025-02-17,7,Benjamin Garcia,Support Specialist,Customer Service,1,590,3.2,1.0,95.3
2025-02-17,8,Isabella Miller,Warehouse Manager,Warehouse,5,1860,4.8,1.0,61.9
2025-02-17,2,Alexander Martin,Receptionist,Administration,5,2535,3.5,1.0,93.5
2025-02-17,19,James Miller,Marketing Specialist,Marketing,3,1743,3.7,1.0,96.1
2025-02-17,20,Emma Robinson,Warehouse Associate,Warehouse,3,912,3.1,1.0,92.4
2025-02-17,6,Evelyn Brown,Digital Marketer,Marketing,3,1635,4.5,1.0,83.9
2025-02-17,5,Benjamin Garcia,Sales Manager,Sales,9,8208,4.7,1.0,74.7
2025-02-17,1,John Williams,Sales Representative,Sales,7,5096,4.1,1.0,78.5
2025-02-18,7,Benjamin Garcia,Support Specialist,Customer Service,2,1648,4.6,1.0,61.9
2025-02-18,11,Sophia Brown,Marketing Coordinator,Marketing,1,613,4.0,1.0,92.5
2025-02-18,9,Charlotte White,Administrative Assistant,Administration,3,1638,4.5,1.0,92.8
2025-02-18,18,Isabella Williams,Sales Associate,Sales,16,11984,3.7,1.0,60.8
2025-02-18,16,Emma Taylor,Customer Service Manager,Customer Service,3,2109,4.6,1.0,69.7
2025-02-18,13,Olivia Moore,Customer Service Manager,Customer Service,5,1175,4.6,1.0,81.6
2025-02-18,3,Mia Wilson,Marketing Coordinator,Marketing,1,982,4.0,1.0,62.9
2025-02-18,15,William Thompson,Office Manager,Administration,1,773,4.1,1.0,85.0
2025-02-18,5,Benjamin Garcia,Sales Manager,Sales,2,1296,3.5,1.0,88.4
2025-02-18,10,Ethan Garcia,Administrative Assistant,Administration,0,0,3.7,1.0,61.6
2025-02-18,2,Alexander Martin,Receptionist,Administration,0,0,3.8,1.0,85.3
2025-02-18,8,Isabella Miller,Warehouse Manager,Warehouse,5,2500,4.0,1.0,95.5
2025-02-18,12,John Davis,Office Manager,Administration,3,2838,3.7,1.0,85.7
2025-02-18,6,Evelyn Brown,Digital Marketer,Marketing,1,942,3.9,1.0,94.6
2025-02-18,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,2276,5.0,1.0,78.7
2025-02-18,14,Ethan White,Warehouse Associate,Warehouse,1,870,4.8,1.0,89.3
2025-02-18,19,James Miller,Marketing Specialist,Marketing,2,1844,4.4,1.0,91.7
2025-02-19,5,Benjamin Garcia,Sales Manager,Sales,10,8420,3.4,1.0,61.2
2025-02-19,16,Emma Taylor,Customer Service Manager,Customer Service,2,426,4.8,1.0,99.6
2025-02-19,9,Charlotte White,Administrative Assistant,Administration,4,876,3.7,1.0,70.1
2025-02-19,8,Isabella Miller,Warehouse Manager,Warehouse,5,3370,4.4,1.0,63.0
2025-02-19,18,Isabella Williams,Sales Associate,Sales,11,1331,4.9,1.0,67.4
2025-02-19,12,John Davis,Office Manager,Administration,4,2560,4.3,1.0,93.7
2025-02-19,6,Evelyn Brown,Digital Marketer,Marketing,3,1542,4.7,1.0,76.4
2025-02-19,15,William Thompson,Office Manager,Administration,2,846,4.4,1.0,64.6
2025-02-19,1,John Williams,Sales Representative,Sales,12,11412,3.5,1.0,97.3
2025-02-19,14,Ethan White,Warehouse Associate,Warehouse,0,0,3.1,1.0,93.6
2025-02-19,10,Ethan Garcia,Administrative Assistant,Administration,2,1780,3.8,1.0,66.5
2025-02-19,2,Alexander Martin,Receptionist,Administration,5,3470,4.1,1.0,70.2
2025-02-19,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,1059,3.4,1.0,96.2
2025-02-19,13,Olivia Moore,Customer Service Manager,Customer Service,5,1535,4.1,1.0,75.3
2025-02-20,8,Isabella Miller,Warehouse Manager,Warehouse,3,1710,3.9,1.0,86.1
2025-02-20,3,Mia Wilson,Marketing Coordinator,Marketing,0,0,3.8,1.0,88.7
2025-02-20,14,Ethan White,Warehouse Associate,Warehouse,3,366,4.5,1.0,91.0
2025-02-20,11,Sophia Brown,Marketing Coordinator,Marketing,2,312,3.4,1.0,91.3
2025-02-20,10,Ethan Garcia,Administrative Assistant,Administration,5,3820,4.3,1.0,80.9
2025-02-20,16,Emma Taylor,Customer Service Manager,Customer Service,2,462,3.8,1.0,98.2
2025-02-20,15,William Thompson,Office Manager,Administration,4,2556,4.7,1.0,62.3
2025-02-20,5,Benjamin Garcia,Sales Manager,Sales,15,13890,3.4,1.0,92.2
2025-02-20,2,Alexander Martin,Receptionist,Administration,5,570,4.5,1.0,90.5
2025-02-20,6,Evelyn Brown,Digital Marketer,Marketing,4,608,4.2,1.0,83.5
2025-02-20,20,Emma Robinson,Warehouse Associate,Warehouse,3,1794,4.1,1.0,69.5
2025-02-20,17,Isabella White,Administrative Assistant,Administration,5,4925,4.6,1.0,89.5
2025-02-20,4,Isabella Garcia,Shipping Coordinator,Warehouse,0,0,3.2,1.0,95.4
2025-02-20,19,James Miller,Marketing Specialist,Marketing,0,0,3.4,1.0,70.9
2025-02-20,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,4.8,1.0,80.6
2025-02-20,9,Charlotte White,Administrative Assistant,Administration,3,1320,3.4,1.0,69.0
2025-02-20,13,Olivia Moore,Customer Service Manager,Customer Service,3,1137,4.4,1.0,89.8
2025-02-21,20,Emma Robinson,Warehouse Associate,Warehouse,1,390,3.7,1.0,79.3
2025-02-21,2,Alexander Martin,Receptionist,Administration,4,2620,4.7,1.0,65.0
2025-02-21,5,Benjamin Garcia,Sales Manager,Sales,5,2925,3.6,1.0,73.5
2025-02-21,16,Emma Taylor,Customer Service Manager,Customer Service,2,1092,3.5,1.0,100.0
2025-02-21,17,Isabella White,Administrative Assistant,Administration,0,0,4.4,1.0,87.3
2025-02-21,8,Isabella Miller,Warehouse Manager,Warehouse,3,399,3.6,1.0,93.3
2025-02-21,3,Mia Wilson,Marketing Coordinator,Marketing,3,792,4.9,1.0,86.9
2025-02-21,18,Isabella Williams,Sales Associate,Sales,9,6759,3.3,1.0,78.4
2025-02-21,12,John Davis,Office Manager,Administration,5,985,4.1,1.0,74.6
2025-02-21,14,Ethan White,Warehouse Associate,Warehouse,4,2936,4.1,1.0,71.8
2025-02-21,11,Sophia Brown,Marketing Coordinator,Marketing,3,2466,4.2,1.0,67.9
2025-02-21,1,John Williams,Sales Representative,Sales,16,7648,4.5,1.0,68.0
2025-02-21,10,Ethan Garcia,Administrative Assistant,Administration,3,2136,4.6,1.0,94.9
2025-02-21,9,Charlotte White,Administrative Assistant,Administration,4,1944,4.4,1.0,65.4
2025-02-21,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,1974,4.3,1.0,85.4
2025-02-22,2,Alexander Martin,Receptionist,Administration,3,2904,4.4,1.0,74.0
2025-02-22,14,Ethan White,Warehouse Associate,Warehouse,5,4905,4.7,1.0,95.2
2025-02-22,8,Isabella Miller,Warehouse Manager,Warehouse,1,261,5.0,1.0,61.5
2025-02-22,1,John Williams,Sales Representative,Sales,8,3736,5.0,1.0,62.6
2025-02-22,13,Olivia Moore,Customer Service Manager,Customer Service,3,804,4.7,1.0,96.3
2025-02-22,3,Mia Wilson,Marketing Coordinator,Marketing,4,2344,3.6,1.0,83.9
2025-02-22,11,Sophia Brown,Marketing Coordinator,Marketing,5,1390,4.3,1.0,87.9
2025-02-22,5,Benjamin Garcia,Sales Manager,Sales,19,13737,4.7,1.0,60.5
2025-02-22,20,Emma Robinson,Warehouse Associate,Warehouse,5,4915,3.4,1.0,76.5
2025-02-22,18,Isabella Williams,Sales Associate,Sales,16,13744,3.1,1.0,65.1
2025-02-22,9,Charlotte White,Administrative Assistant,Administration,2,1936,3.4,1.0,98.2
2025-02-22,19,James Miller,Marketing Specialist,Marketing,4,2304,4.8,1.0,91.7
2025-02-22,7,Benjamin Garcia,Support Specialist,Customer Service,3,495,5.0,1.0,62.4
2025-02-22,4,Isabella Garcia,Shipping Coordinator,Warehouse,0,0,4.8,1.0,73.9
2025-02-23,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,4.8,1.0,62.1
2025-02-23,20,Emma Robinson,Warehouse Associate,Warehouse,2,480,4.4,1.0,74.8
2025-02-23,2,Alexander Martin,Receptionist,Administration,1,302,3.3,1.0,78.2
2025-02-23,4,Isabella Garcia,Shipping Coordinator,Warehouse,5,1775,3.3,1.0,87.5
2025-02-23,11,Sophia Brown,Marketing Coordinator,Marketing,1,825,4.5,1.0,97.2
2025-02-23,6,Evelyn Brown,Digital Marketer,Marketing,0,0,3.7,1.0,74.9
2025-02-23,10,Ethan Garcia,Administrative Assistant,Administration,1,651,3.6,1.0,68.4
2025-02-23,18,Isabella Williams,Sales Associate,Sales,14,6580,4.3,1.0,96.2
2025-02-23,3,Mia Wilson,Marketing Coordinator,Marketing,5,995,4.7,1.0,78.6
2025-02-23,8,Isabella Miller,Warehouse Manager,Warehouse,2,1078,3.3,1.0,90.0
2025-02-23,9,Charlotte White,Administrative Assistant,Administration,4,3000,3.1,1.0,90.1
2025-02-23,16,Emma Taylor,Customer Service Manager,Customer Service,4,3596,4.0,1.0,79.5
2025-02-24,17,Isabella White,Administrative Assistant,Administration,0,0,3.7,1.0,82.9
2025-02-24,5,Benjamin Garcia,Sales Manager,Sales,11,4312,4.1,1.0,93.9
2025-02-24,12,John Davis,Office Manager,Administration,1,297,4.3,1.0,98.6
2025-02-24,1,John Williams,Sales Representative,Sales,14,13930,3.7,1.0,96.6
2025-02-24,14,Ethan White,Warehouse Associate,Warehouse,0,0,4.6,1.0,60.8
2025-02-24,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.2,1.0,65.4
2025-02-24,16,Emma Taylor,Customer Service Manager,Customer Service,4,1368,3.9,1.0,71.0
2025-02-24,7,Benjamin Garcia,Support Specialist,Customer Service,2,394,4.8,1.0,64.6
2025-02-24,8,Isabella Miller,Warehouse Manager,Warehouse,0,0,3.1,1.0,73.0
2025-02-24,13,Olivia Moore,Customer Service Manager,Customer Service,2,1446,4.6,1.0,62.3
2025-02-25,9,Charlotte White,Administrative Assistant,Administration,0,0,4.3,1.0,63.6
2025-02-25,19,James Miller,Marketing Specialist,Marketing,0,0,3.5,1.0,67.8
2025-02-25,18,Isabella Williams,Sales Associate,Sales,11,4554,4.4,1.0,74.2
2025-02-25,11,Sophia Brown,Marketing Coordinator,Marketing,4,1040,3.7,1.0,61.4
2025-02-25,16,Emma Taylor,Customer Service Manager,Customer Service,5,3685,3.7,1.0,74.2
2025-02-25,15,William Thompson,Office Manager,Administration,2,1746,4.2,1.0,81.2
2025-02-25,13,Olivia Moore,Customer Service Manager,Customer Service,3,2304,4.1,1.0,69.6
2025-02-25,8,Isabella Miller,Warehouse Manager,Warehouse,0,0,3.5,1.0,98.9
2025-02-25,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,3.5,1.0,62.9
2025-02-25,12,John Davis,Office Manager,Administration,5,2180,4.7,1.0,80.8
2025-02-25,5,Benjamin Garcia,Sales Manager,Sales,13,1807,4.7,1.0,89.6
2025-02-25,6,Evelyn Brown,Digital Marketer,Marketing,1,338,3.5,1.0,97.4
2025-02-25,10,Ethan Garcia,Administrative Assistant,Administration,5,4275,3.6,1.0,71.6
2025-02-25,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,3.4,1.0,66.2
2025-02-26,1,John Williams,Sales Representative,Sales,0,0,3.9,1.0,76.6
2025-02-26,5,Benjamin Garcia,Sales Manager,Sales,17,16813,4.5,1.0,89.3
2025-02-26,11,Sophia Brown,Marketing Coordinator,Marketing,2,1900,5.0,1.0,82.0
2025-02-26,18,Isabella Williams,Sales Associate,Sales,3,1500,4.2,1.0,77.5
2025-02-26,2,Alexander Martin,Receptionist,Administration,5,745,4.8,1.0,94.3
2025-02-26,3,Mia Wilson,Marketing Coordinator,Marketing,4,1800,4.0,1.0,85.0
2025-02-26,10,Ethan Garcia,Administrative Assistant,Administration,0,0,3.5,1.0,94.5
2025-02-26,15,William Thompson,Office Manager,Administration,0,0,4.4,1.0,76.6
2025-02-26,13,Olivia Moore,Customer Service Manager,Customer Service,3,2910,4.4,1.0,69.1
2025-02-26,17,Isabella White,Administrative Assistant,Administration,2,1348,4.8,1.0,60.3
2025-02-26,7,Benjamin Garcia,Support Specialist,Customer Service,5,2975,3.2,1.0,74.4
2025-02-26,12,John Davis,Office Manager,Administration,1,491,4.7,1.0,73.8
2025-02-26,9,Charlotte White,Administrative Assistant,Administration,1,261,4.1,1.0,99.0
2025-02-26,14,Ethan White,Warehouse Associate,Warehouse,1,770,4.4,1.0,90.7
2025-02-26,8,Isabella Miller,Warehouse Manager,Warehouse,5,1095,4.1,1.0,92.5
2025-02-26,19,James Miller,Marketing Specialist,Marketing,5,3225,4.3,1.0,67.3
2025-02-26,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.3,1.0,94.0
2025-02-26,20,Emma Robinson,Warehouse Associate,Warehouse,4,2116,3.3,1.0,71.3
2025-02-26,16,Emma Taylor,Customer Service Manager,Customer Service,3,2694,4.9,1.0,72.4
2025-02-26,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,932,3.2,1.0,77.6
2025-02-27,19,James Miller,Marketing Specialist,Marketing,5,3690,4.6,1.0,82.8
2025-02-27,10,Ethan Garcia,Administrative Assistant,Administration,1,933,4.7,1.0,70.7
2025-02-27,2,Alexander Martin,Receptionist,Administration,3,1833,4.3,1.0,92.0
2025-02-27,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,2859,4.0,1.0,98.9
2025-02-27,6,Evelyn Brown,Digital Marketer,Marketing,3,669,4.9,1.0,89.5
2025-02-27,1,John Williams,Sales Representative,Sales,8,4000,3.9,1.0,86.5
2025-02-27,18,Isabella Williams,Sales Associate,Sales,4,1744,4.3,1.0,64.1
2025-02-27,8,Isabella Miller,Warehouse Manager,Warehouse,5,4780,3.4,1.0,70.5
2025-02-27,17,Isabella White,Administrative Assistant,Administration,4,3548,3.5,1.0,63.1
2025-02-27,5,Benjamin Garcia,Sales Manager,Sales,0,0,3.9,1.0,66.1
2025-02-28,20,Emma Robinson,Warehouse Associate,Warehouse,3,750,4.5,1.0,77.2
2025-02-28,13,Olivia Moore,Customer Service Manager,Customer Service,5,1630,3.3,1.0,67.4
2025-02-28,16,Emma Taylor,Customer Service Manager,Customer Service,1,835,4.1,1.0,94.4
2025-02-28,6,Evelyn Brown,Digital Marketer,Marketing,5,755,4.8,1.0,66.9
2025-02-28,12,John Davis,Office Manager,Administration,0,0,4.6,1.0,68.5
2025-02-28,3,Mia Wilson,Marketing Coordinator,Marketing,3,1881,3.5,1.0,70.4
2025-02-28,14,Ethan White,Warehouse Associate,Warehouse,2,1610,4.5,1.0,75.6
2025-02-28,7,Benjamin Garcia,Support Specialist,Customer Service,2,1818,4.1,1.0,86.7
2025-02-28,9,Charlotte White,Administrative Assistant,Administration,3,657,4.2,1.0,98.2
2025-02-28,17,Isabella White,Administrative Assistant,Administration,0,0,3.8,1.0,95.6
2025-02-28,10,Ethan Garcia,Administrative Assistant,Administration,3,1503,3.0,1.0,78.1
2025-02-28,8,Isabella Miller,Warehouse Manager,Warehouse,5,2120,4.9,1.0,69.4
2025-02-28,1,John Williams,Sales Representative,Sales,13,8502,4.5,1.0,65.9
2025-02-28,11,Sophia Brown,Marketing Coordinator,Marketing,4,1848,4.7,1.0,96.5
2025-03-01,15,William Thompson,Office Manager,Administration,0,0,4.0,1.0,71.7
2025-03-01,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,4.6,1.0,94.9
2025-03-01,1,John Williams,Sales Representative,Sales,19,5282,4.7,1.0,90.0
2025-03-01,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.4,1.0,88.1
2025-03-01,11,Sophia Brown,Marketing Coordinator,Marketing,0,0,4.9,1.0,89.0
2025-03-01,12,John Davis,Office Manager,Administration,1,796,4.2,1.0,93.2
2025-03-01,3,Mia Wilson,Marketing Coordinator,Marketing,5,2910,3.4,1.0,62.1
2025-03-01,13,Olivia Moore,Customer Service Manager,Customer Service,3,1299,3.4,1.0,76.1
2025-03-01,19,James Miller,Marketing Specialist,Marketing,0,0,4.2,1.0,93.0
2025-03-01,2,Alexander Martin,Receptionist,Administration,2,1120,3.9,1.0,64.7
2025-03-01,16,Emma Taylor,Customer Service Manager,Customer Service,4,2492,4.3,1.0,91.7
2025-03-01,9,Charlotte White,Administrative Assistant,Administration,2,1420,4.3,1.0,95.2
2025-03-01,17,Isabella White,Administrative Assistant,Administration,1,198,4.2,1.0,84.6
2025-03-01,20,Emma Robinson,Warehouse Associate,Warehouse,4,2184,4.8,1.0,69.2
2025-03-01,10,Ethan Garcia,Administrative Assistant,Administration,1,487,3.0,1.0,62.4
2025-03-01,14,Ethan White,Warehouse Associate,Warehouse,0,0,3.8,1.0,93.6
2025-03-01,5,Benjamin Garcia,Sales Manager,Sales,11,5225,4.4,1.0,66.4
2025-03-02,7,Benjamin Garcia,Support Specialist,Customer Service,4,1588,4.4,1.0,86.1
2025-03-02,16,Emma Taylor,Customer Service Manager,Customer Service,5,2375,4.0,1.0,87.4
2025-03-02,20,Emma Robinson,Warehouse Associate,Warehouse,5,3965,3.1,1.0,85.1
2025-03-02,14,Ethan White,Warehouse Associate,Warehouse,1,706,5.0,1.0,62.1
2025-03-02,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,1092,5.0,1.0,71.3
2025-03-02,5,Benjamin Garcia,Sales Manager,Sales,3,1575,3.8,1.0,69.9
2025-03-02,8,Isabella Miller,Warehouse Manager,Warehouse,3,702,3.7,1.0,94.9
2025-03-02,2,Alexander Martin,Receptionist,Administration,4,3100,4.7,1.0,84.2
2025-03-02,13,Olivia Moore,Customer Service Manager,Customer Service,4,2004,4.6,1.0,82.0
2025-03-02,18,Isabella Williams,Sales Associate,Sales,13,8658,4.8,1.0,93.3
2025-03-02,15,William Thompson,Office Manager,Administration,0,0,3.9,1.0,62.0
2025-03-02,11,Sophia Brown,Marketing Coordinator,Marketing,1,372,3.4,1.0,76.5
2025-03-02,17,Isabella White,Administrative Assistant,Administration,4,1660,3.8,1.0,88.7
2025-03-02,1,John Williams,Sales Representative,Sales,14,9786,4.7,1.0,98.4
2025-03-02,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.1,1.0,77.9
2025-03-03,16,Emma Taylor,Customer Service Manager,Customer Service,1,947,4.6,1.0,64.6
2025-03-03,9,Charlotte White,Administrative Assistant,Administration,5,1710,4.7,1.0,94.6
2025-03-03,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,3.4,1.0,81.0
2025-03-03,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,2540,4.3,1.0,62.7
2025-03-03,18,Isabella Williams,Sales Associate,Sales,10,7850,4.1,1.0,77.1
2025-03-03,2,Alexander Martin,Receptionist,Administration,3,2478,3.1,1.0,77.1
2025-03-03,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.9,1.0,61.1
2025-03-03,5,Benjamin Garcia,Sales Manager,Sales,10,7620,3.7,1.0,81.8
2025-03-03,17,Isabella White,Administrative Assistant,Administration,4,460,3.5,1.0,86.7
2025-03-03,1,John Williams,Sales Representative,Sales,8,5400,3.4,1.0,77.8
2025-03-03,12,John Davis,Office Manager,Administration,5,865,3.4,1.0,75.8
2025-03-03,11,Sophia Brown,Marketing Coordinator,Marketing,2,220,3.2,1.0,67.4
2025-03-03,15,William Thompson,Office Manager,Administration,1,290,5.0,1.0,78.8
2025-03-03,14,Ethan White,Warehouse Associate,Warehouse,0,0,4.3,1.0,92.4
2025-03-03,20,Emma Robinson,Warehouse Associate,Warehouse,5,1250,4.3,1.0,78.7
2025-03-03,7,Benjamin Garcia,Support Specialist,Customer Service,3,2130,4.2,1.0,90.9
2025-03-03,19,James Miller,Marketing Specialist,Marketing,4,3200,4.7,1.0,83.7
2025-03-04,11,Sophia Brown,Marketing Coordinator,Marketing,2,1182,4.0,1.0,89.9
2025-03-04,2,Alexander Martin,Receptionist,Administration,2,594,5.0,1.0,77.5
2025-03-04,13,Olivia Moore,Customer Service Manager,Customer Service,3,1020,4.9,1.0,84.5
2025-03-04,19,James Miller,Marketing Specialist,Marketing,2,970,4.4,1.0,71.2
2025-03-04,8,Isabella Miller,Warehouse Manager,Warehouse,0,0,4.7,1.0,80.5
2025-03-04,6,Evelyn Brown,Digital Marketer,Marketing,3,2718,3.8,1.0,61.8
2025-03-04,20,Emma Robinson,Warehouse Associate,Warehouse,5,4015,4.2,1.0,65.9
2025-03-04,15,William Thompson,Office Manager,Administration,1,938,4.7,1.0,75.0
2025-03-04,10,Ethan Garcia,Administrative Assistant,Administration,0,0,4.3,1.0,64.6
2025-03-04,12,John Davis,Office Manager,Administration,1,610,4.0,1.0,69.1
2025-03-04,14,Ethan White,Warehouse Associate,Warehouse,1,968,3.7,1.0,73.4
2025-03-04,9,Charlotte White,Administrative Assistant,Administration,4,2996,4.7,1.0,81.7
2025-03-04,7,Benjamin Garcia,Support Specialist,Customer Service,3,909,3.8,1.0,98.6
2025-03-04,1,John Williams,Sales Representative,Sales,1,440,3.7,1.0,74.4
2025-03-04,18,Isabella Williams,Sales Associate,Sales,17,13413,4.0,1.0,92.2
2025-03-04,4,Isabella Garcia,Shipping Coordinator,Warehouse,0,0,3.3,1.0,82.2
2025-03-04,17,Isabella White,Administrative Assistant,Administration,2,1752,3.9,1.0,95.0
2025-03-04,5,Benjamin Garcia,Sales Manager,Sales,0,0,4.0,1.0,64.2
2025-03-05,4,Isabella Garcia,Shipping Coordinator,Warehouse,5,3320,3.1,1.0,77.6
2025-03-05,7,Benjamin Garcia,Support Specialist,Customer Service,1,882,3.7,1.0,61.8
2025-03-05,13,Olivia Moore,Customer Service Manager,Customer Service,3,2838,4.9,1.0,70.0
2025-03-05,15,William Thompson,Office Manager,Administration,3,1644,4.3,1.0,88.6
2025-03-05,11,Sophia Brown,Marketing Coordinator,Marketing,3,2091,3.7,1.0,71.5
2025-03-05,12,John Davis,Office Manager,Administration,2,1380,4.6,1.0,93.5
2025-03-05,19,James Miller,Marketing Specialist,Marketing,3,1254,3.0,1.0,75.7
2025-03-05,14,Ethan White,Warehouse Associate,Warehouse,3,1806,3.8,1.0,76.0
2025-03-05,9,Charlotte White,Administrative Assistant,Administration,1,646,4.4,1.0,74.3
2025-03-05,5,Benjamin Garcia,Sales Manager,Sales,5,4820,3.9,1.0,75.5
2025-03-05,6,Evelyn Brown,Digital Marketer,Marketing,5,1245,4.2,1.0,76.7
2025-03-05,20,Emma Robinson,Warehouse Associate,Warehouse,1,828,4.6,1.0,92.4
2025-03-05,1,John Williams,Sales Representative,Sales,10,9530,3.3,1.0,91.3
2025-03-05,10,Ethan Garcia,Administrative Assistant,Administration,5,2195,4.3,1.0,67.4
2025-03-05,16,Emma Taylor,Customer Service Manager,Customer Service,4,3880,3.8,1.0,60.8
2025-03-05,2,Alexander Martin,Receptionist,Administration,5,3015,3.7,1.0,86.9
2025-03-05,3,Mia Wilson,Marketing Coordinator,Marketing,2,1828,4.2,1.0,69.0
2025-03-06,8,Isabella Miller,Warehouse Manager,Warehouse,4,496,3.4,1.0,71.3
2025-03-06,18,Isabella Williams,Sales Associate,Sales,9,2961,4.6,1.0,74.5
2025-03-06,4,Isabella Garcia,Shipping Coordinator,Warehouse,0,0,3.1,1.0,98.3
2025-03-06,9,Charlotte White,Administrative Assistant,Administration,2,480,3.1,1.0,61.6
2025-03-06,16,Emma Taylor,Customer Service Manager,Customer Service,3,1368,4.4,1.0,77.7
2025-03-06,11,Sophia Brown,Marketing Coordinator,Marketing,4,828,3.2,1.0,62.8
2025-03-06,19,James Miller,Marketing Specialist,Marketing,2,1634,4.3,1.0,79.2
2025-03-06,1,John Williams,Sales Representative,Sales,13,2379,3.3,1.0,68.1
2025-03-06,17,Isabella White,Administrative Assistant,Administration,5,4345,4.3,1.0,79.5
2025-03-06,13,Olivia Moore,Customer Service Manager,Customer Service,2,1600,3.2,1.0,77.0
2025-03-06,5,Benjamin Garcia,Sales Manager,Sales,12,4680,4.7,1.0,97.2
2025-03-06,14,Ethan White,Warehouse Associate,Warehouse,1,149,4.7,1.0,90.9
2025-03-06,10,Ethan Garcia,Administrative Assistant,Administration,1,362,4.8,1.0,98.3
2025-03-06,15,William Thompson,Office Manager,Administration,3,2313,4.0,1.0,88.2
2025-03-06,6,Evelyn Brown,Digital Marketer,Marketing,4,1852,3.0,1.0,96.8
2025-03-07,6,Evelyn Brown,Digital Marketer,Marketing,2,366,4.6,1.0,70.9
2025-03-07,2,Alexander Martin,Receptionist,Administration,5,1280,3.9,1.0,67.2
